title,genre,release_year,runtime,rating,vote_count,director,cast1,cast2,cast3,cast4,overview,gross,poster_link,source,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Science Fiction,Sport,Thriller,TV Movie,War,Western,main_genre
The Supremes at Earl's All-You-Can-Eat,"Comedy, Drama",2024,124.0,7.333,9,Tina Mabry,Aunjanue Ellis-Taylor,Sanaa Lathan,Uzo Aduba,Mekhi Phifer,"Three lifelong best friends known as “The Supremes” share the unbreakable bonds of sisterhood from decades of weathering life’s storms. Through the joys and sorrows of life, marriage and children, happiness and blues, love and loss, new shades of heartbreak and illness threaten to stir up the past when the trio sees their bond put to the test as they face their most challenging times yet.",-23000000.0,https://image.tmdb.org/t/p/w500/b6gnKDl7iMbW0LqrruhrzVArgVB.jpg,TMDB,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
Batman: The Doom That Came to Gotham,"Animation, Fantasy, Action, Mystery",2023,86.0,6.6,195,Sam Liu,David Giuntoli,Patrick Fabian,John DiMaggio,Karan Brar,"Explorer Bruce Wayne accidentally unleashes an ancient evil, and returns to Gotham after being away for two decades. There, Batman battles Lovecraftian supernatural forces and encounters allies and enemies such as Green Arrow, Ra's al Ghul, Mr. Freeze, Killer Croc, Two-Face and James Gordon.",0.0,https://image.tmdb.org/t/p/w500/dzPNQXI8FlpXTGGp1082RJ8OQoT.jpg,TMDB,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Animation
Justice League: Warworld,"Animation, Action, Science Fiction, Adventure",2023,90.0,7.035,242,Jeff Wamester,Jensen Ackles,Darren Criss,Stana Katic,Ike Amadi,"Until now, the Justice League has been a loose association of superpowered individuals. But when they are swept away to Warworld, a place of unending brutal gladiatorial combat, Batman, Superman, Wonder Woman and the others must somehow unite to form an unbeatable resistance able to lead an entire planet to freedom.",0.0,https://image.tmdb.org/t/p/w500/pHdSS5G3wDwJp6jWgMpbSjNiTbr.jpg,TMDB,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Animation
Out of the Blue,"Mystery, Thriller, Romance",2022,105.0,5.9,95,Neil LaBute,Diane Kruger,Ray Nicholson,Hank Azaria,Chase Sui Wonders,"After spending time in prison following an assault charge, Connor Bates now works in a library and spends his free time running, swimming, and trying to piece his world back together. When he meets Marilyn Chambers, the wife of a wealthy businessman, they collide into an intense physical and emotional relationship that quickly escalates into idle talk about her husband’s murder.",0.0,https://image.tmdb.org/t/p/w500/eIESpJgaGrAY1sABjBrBtgkd7hM.jpg,TMDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Mystery
"Love, Divided","Romance, Comedy",2024,98.0,6.654,195,Patricia Font,Aitana,Fernando Guallar,Natalia Rodríguez,Adam Jezierski,"She’s a young pianist preparing for an audition. He is a games inventor who can only concentrate in complete silence. Separated by only a paper-thin wall in conjoined apartments, will they learn to live in harmony with one another? Will romance blossom through the wall?",0.0,https://image.tmdb.org/t/p/w500/zvrkAXaFFPpJCFcus18qlsGfOrz.jpg,TMDB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Romance
The Flood,"Action, Mystery, Thriller, Horror",2023,93.0,6.429,252,Brandon Slagle,Nicky Whelan,Casper Van Dien,Louis Mandylor,Devanny Pinn,A horde of giant hungry alligators is unleashed on a group of in-transit prisoners and their guards after a massive hurricane floods Louisiana.,0.0,https://image.tmdb.org/t/p/w500/mvjqqklMpHwOxc40rn7dMhGT0Fc.jpg,TMDB,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,Action
Bullet Train Down,Action,2022,86.0,5.6,60,Brian Nowak,Tom Sizemore,Rashod Freelove,Ryan Youngwoong Kim,Xander Bailey,"On its maiden run, the world's fastest bullet train is rigged with a bomb that will explode if it dips below 200 mph.",0.0,https://image.tmdb.org/t/p/w500/5a7cocgyVuFjYV71neDIGVzD6Yq.jpg,TMDB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
Mortal Kombat Legends: Snow Blind,"Animation, Action, Fantasy",2022,82.0,7.765,179,Rick Morales,Manny Jacinto,David Wenham,Artt Butler,Yuri Lowenthal,"Hellbent on taking over Earthrealm, Kano viciously attacks town after town with the aid of three cold-blooded Black Dragon mercenaries. Those who don’t submit are annihilated but one young man won’t bend the knee to Kano: Kenshi.",0.0,https://image.tmdb.org/t/p/w500/jtsq5Vc4auAguReZqCUvRGHUWuq.jpg,TMDB,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Animation
Night Train,"Action, Thriller, Crime",2023,96.0,5.973,37,Shane Stanley,Danielle C. Ryan,Diora Baird,Joe Lando,Abraham Benrubi,"Mother Holly McCord is driven to extremes to save the life of her young son. Even if it means hauling black market drugs in her souped-up truck, with the Feds in hot pursuit. With two bounties on her head and her son’s life on the line, Holly climbs behind the wheel of “Night Train,” ready to outrun, out gun, and outlast them all.",0.0,https://image.tmdb.org/t/p/w500/gRWWO0dqCRG6K8ZtRNVf8xrb1Ng.jpg,TMDB,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Action
The Bikeriders,"Crime, Drama",2024,116.0,6.879,551,Jeff Nichols,Austin Butler,Jodie Comer,Tom Hardy,Michael Shannon,"After a chance encounter, headstrong Kathy is drawn to Benny, member of Midwestern motorcycle club the Vandals. As the club transforms into a dangerous underworld of violence, Benny must choose between Kathy and his loyalty to the club.",-4374793.0,https://image.tmdb.org/t/p/w500/qTb6sSRt8Pw96JTan8ezU2xO0FU.jpg,TMDB,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crime
Baby Shark's Big Movie,"Animation, Family, Adventure, Comedy",2024,83.0,6.727,33,Alan Foreman,Kimiko Glenn,Luke Youngblood,Natasha Rothwell,Eric Edelstein,"Baby Shark is forced to leave the world he loves behind after his family’s move to the big city, and must adjust to his new life without his best friend, William. When Baby Shark encounters an evil pop starfish named Stariana who plans to steal his gift of song in order to dominate all underwater music, he must break her spell to restore harmony to the seas.",0.0,https://image.tmdb.org/t/p/w500/pF9Y5H5x94Tuo6xAZBCrGG8Wvq5.jpg,TMDB,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Animation
Incoming,Comedy,2024,92.0,6.132,185,Dave Chernin,Mason Thames,Ramon Reed,Raphael Alejandro,Isabella Ferreira,Their first week of high school. The biggest party of the year. Mistakes will be made as four teenage boys navigate a night of mayhem and debauchery.,0.0,https://image.tmdb.org/t/p/w500/k2ySukuAiAarLns0yttKS3jg85Y.jpg,TMDB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
Beauty and the Billionaire,"TV Movie, Romance, Comedy",2022,93.0,6.75,20,Brian Brough,Sashleigha Hightower,Chris Reid,Tanner Gillman,Cathy Ford,Addison travels with a picky billionaire as an assistant in her brother's place so he doesn't lose his job. She clashes with the billionaire until both start to see more in each other than they thought.,0.0,https://image.tmdb.org/t/p/w500/LNEc1ZU3JA2jX07MuaWkH5nvzm.jpg,TMDB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,TV Movie
Groot's First Steps,"Animation, Family, Comedy, Science Fiction",2022,6.0,7.028,334,Kirsten Lepore,Vin Diesel,Fred Tatasciore,,,"Following the events of “Guardians of the Galaxy Vol. 1,” Baby Groot is finally ready to try taking his first steps out of his pot—only to learn you have to walk before you can run.",0.0,https://image.tmdb.org/t/p/w500/1ifiV9ZJD4tC3tRYcnLIzH0meaB.jpg,TMDB,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Animation
The Greatest Hits,"Drama, Music, Romance",2024,94.0,6.555,100,Ned Benson,Lucy Boynton,Justin H. Min,David Corenswet,Austin Crute,"Harriet finds art imitating life when she discovers certain songs can transport her back in time – literally. While she relives the past through romantic memories of her former boyfriend, her time travelling collides with a burgeoning new love interest in the present. As she takes her journey through the hypnotic connection between music and memory, she wonders – even if she could change the past, should she?",0.0,https://image.tmdb.org/t/p/w500/cve12HkI9psBUfmkx7FeBciaQN7.jpg,TMDB,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Drama
Shark Side of the Moon,"Action, Science Fiction, Thriller, Horror",2022,88.0,5.154,149,Glenn Campbell,Maxi Witrak,Ego Mikitas,Michael Marcel,Tania Fox,"Decades ago, the USSR developed unkillable sharks and launched them to the moon. Today, a team of American astronauts will endure the fight of their lives.",-10000.0,https://image.tmdb.org/t/p/w500/v5CfpzxoJDkZxjZAizClFdlEF0U.jpg,TMDB,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,Action
R.I.P.D. 2: Rise of the Damned,"Fantasy, Action, Comedy",2022,102.0,6.4,578,Paul Leyden,Jeffrey Donovan,Penelope Mitchell,Richard Brake,Kerry Knuppe,"When Sheriff Roy Pulsipher finds himself in the afterlife, he joins a special police force and returns to Earth to save humanity from the undead.",0.0,https://image.tmdb.org/t/p/w500/g4yJTzMtOBUTAR2Qnmj8TYIcFVq.jpg,TMDB,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fantasy
Save Me from Everything,"Horror, Mystery, Thriller",2021,83.0,6.179,28,Ryan Lacen,Paige Henderson,,,,"This elevated horror tale follows the emotionally unstable Emmy, who is led to Ireland where a Stranger guides her investigation of a family curse and its sinister origins.",0.0,https://image.tmdb.org/t/p/w500/qaW3JlLeR0RTdYogiFzxRabWvUv.jpg,TMDB,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,Horror
Welcome to the Club,"Animation, Comedy",2022,4.0,6.448,181,David Silverman,Yeardley Smith,Tress MacNeille,Nancy Cartwright,Tom Hiddleston,"Heart set on becoming a princess, Lisa Simpson is surprised to learn being bad might be more fun.",0.0,https://image.tmdb.org/t/p/w500/kxB9E6fo0ycHzd13oOTHmGa5Njd.jpg,TMDB,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Animation
Trick or Treat Scooby-Doo!,"Adventure, Mystery, Comedy, Animation, Family",2022,77.0,7.044,181,Audie Harrison,Frank Welker,Grey DeLisle,Matthew Lillard,Kate Micucci,"Mystery Inc. has cracked the case to top all cases! They’ve tracked down Coco Diablo, the head of a notorious costume crime syndicate. With Coco and her kitty in prison, Mystery Inc. thinks that they can finally enjoy a break. Wrong! Suddenly, menacing doppelgänger ghosts of the Scooby crew and favorite classic foes show up in Coolsville to threaten Halloween. Now it’s up to the meddling kids to unmask the latest scoundrel and save Halloween!",0.0,https://image.tmdb.org/t/p/w500/r4ZDV5Xm8qrbG2TIPlocs2wJxHL.jpg,TMDB,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Adventure
BlackBerry,"Drama, Comedy, History",2023,119.0,7.196,531,Matt Johnson,Jay Baruchel,Glenn Howerton,Matt Johnson,Rich Sommer,Two mismatched entrepreneurs – egghead innovator Mike Lazaridis and cut-throat businessman Jim Balsillie – joined forces in an endeavour that was to become a worldwide hit in little more than a decade. The story of the meteoric rise and catastrophic demise of the world's first smartphone.,-2400000.0,https://image.tmdb.org/t/p/w500/nQSvHZDuMlrZdm7ooMo8gb4CXhW.jpg,TMDB,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Drama
The Lord of the Rings: The Rings of Power Global Fan Screening,"Fantasy, Adventure, Drama",2022,123.0,7.438,32,Wayne Che Yip,Morfydd Clark,Charlie Vickers,Robert Aramayo,Benjamin Walker,"An edited version of the first two episodes of The Lord of the Rings: The Rings of Power, shown exclusively to fans in cinemas around the world in August 2022. In a time of relative peace, an ensemble cast of characters confronts the re-emergence of evil to Middle-earth.",-63000000.0,https://image.tmdb.org/t/p/w500/toEUQXyDut4QecjC3RAdBoDVlUe.jpg,TMDB,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fantasy
How to Date Billy Walsh,"Romance, Comedy",2024,101.0,6.457,140,Alex Pillai,Sebastian Croft,Charithra Chandran,Tanner Buchanan,Kunal Nayyar,"Archie has been in love with his best friend Amelia for as long as he can remember. Just when he builds up the courage to declare his feelings, she falls head over heels for Billy Walsh, a new American transfer student.",0.0,https://image.tmdb.org/t/p/w500/5qcHcoJL3otMwJPKnbV5M3a1jQd.jpg,TMDB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Romance
The Wasp,"Drama, Thriller",2024,96.0,5.8,5,Guillem Morales,Naomie Harris,Natalie Dormer,Dominic Allburn,Jack Morris,"Heather bumps into Carla, having not spoken to her in years, and presents her with a very unexpected proposition that could change both of their lives forever.",0.0,https://image.tmdb.org/t/p/w500/iCuQOTy1nnyPtbRn3xImcu9hvpi.jpg,TMDB,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Drama
Irish Wish,"Romance, Comedy, Fantasy",2024,94.0,6.215,370,Janeen Damian,Lindsay Lohan,Ed Speleers,Alexander Vlahos,Ayesha Curry,Maddie's dream guy is days away from marrying her best friend when a wish for true love made on an ancient stone in Ireland magically alters her fate.,0.0,https://image.tmdb.org/t/p/w500/v4Bb70dpIIQoEnZAHnm3nzCPauU.jpg,TMDB,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Romance
Christmas Bloody Christmas,Horror,2022,87.0,5.432,190,Joe Begos,Riley Dandy,Sam Delich,Jonah Ray,Dora Madison,"It's Christmas Eve and Tori just wants to get drunk and party, but when a robotic Santa Claus at a nearby toy store goes haywire and begins a rampant killing spree through her small town, she's forced into a battle for survival.",0.0,https://image.tmdb.org/t/p/w500/97PaQ7r4H3y0x9RTXusfedmzf86.jpg,TMDB,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Horror
May-December-January,"Drama, Romance",2022,107.0,2.0,1,Mac Alejandre,Andrea Del Rosario,Gold Aceron,Yayo Aguila,Debbie Garcia,"A story about Claire a single mom and a career woman.  She is aware that her son is gay and accepts this wholeheartedly.  What breaks her heart, though, is finding out that they are both in love with the same man.",0.0,https://image.tmdb.org/t/p/w500/nPcDoHyLTGtyQzvInHTpekFl8xT.jpg,TMDB,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Drama
The Hunted,"Horror, Thriller",2024,94.0,7.119,67,Louis Lagayette,Lily Banda,Alec Newman,Mylène Jampanoï,Marlene Kaminsky,"After their boat capsizes in the Mediterranean Sea, a group of refugees are rescued by rich Europeans who offer them shelter on an idyllic island. But the miracle soon becomes a nightmare when the saviors turn into ruthless manhunters.",0.0,https://image.tmdb.org/t/p/w500/zgx7I0JfmHbGcbveNk4EK3jFuMk.jpg,TMDB,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Horror
Irena's Vow,"War, Drama",2024,121.0,6.833,24,Louise Archambault,Sophie Nélisse,Dougray Scott,Andrzej Seweryn,Maciej Nawrocki,"19 year old Irena Gut is promoted to housekeeper in the home of a highly respected Nazi officer in Poland when she finds out that the Jewish ghetto is about to be liquidated. Determined to help twelve Jewish workers, she decides to shelter them in the safest place she can think of – the basement of the German Major's house. Over the next eight months, Irena uses her wit, humour and immense courage to hide her friends as long as possible.",0.0,https://image.tmdb.org/t/p/w500/lN6iCgTgpNlylelUctrA29wJx4W.jpg,TMDB,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,War
In the Land of Saints and Sinners,"Action, Thriller",2023,106.0,6.594,334,Robert Lorenz,Liam Neeson,Kerry Condon,Ciarán Hinds,Jack Gleeson,"In a remote Irish village, a damaged Finbar is forced to fight for redemption after a lifetime of sins, but what price is he willing to pay? In the land of saints and sinners, some sins can't be buried.",0.0,https://image.tmdb.org/t/p/w500/uOa6TNXi3LUHrqIp9xiWNyOyyCF.jpg,TMDB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Action
Slasher,"Horror, Comedy",2023,102.0,6.5,3,Alberto Armas Díaz,Sergio Alguacil,Fabiola Muñoz,Mario Gallardo,Anna Hastings,Julio inherits a mask like his father used to kill. A group of young people will arrive at his town and cross his path. Julio must decide whether to continue the family tradition or embrace the love he has just known.,0.0,https://image.tmdb.org/t/p/w500/vuJbekPe5rxkq8rCmsGEfgSzyH2.jpg,TMDB,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Horror
Testament: The Parables Retold,"Drama, Mystery",2022,120.0,8.0,2,Paul Syrstad,Ben Turner,Isabella Inchbald,Grace Hendy,Anca Vaida,"Luke hides from the dreaded Temple Guard with the early disciples hoping to further his research into his report on Jesus, but he gets more than he bargained for when he begins to hear the great storyteller's own stories; the parables.",0.0,https://image.tmdb.org/t/p/w500/aXLh4ZQRT1zcdaWg5WIzs9mkqhT.jpg,TMDB,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Drama
The OctoGames,"Thriller, Action, Horror",2022,88.0,5.389,117,Aaron Mirtes,Lacy Hartselle,Cale Adcock,Luv Patel,Henry Haggard,"Eight contestants compete in eight deadly, classic children's games. They seek fame beyond their wildest dreams, competing for the chance to take over the YouTube channel of the famous yet elusive masked content creator known only as ""JaxPro"".",0.0,https://image.tmdb.org/t/p/w500/qGz5rffXhegQH5PGUDiObqoOt06.jpg,TMDB,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Thriller
Minions & More 1,"Animation, Adventure, Comedy, Family",2022,44.0,7.0,284,Bruno Chauffard,Pierre Coffin,Raymond S. Persi,Carlos Alazraqui,Tara Strong,"This collection of 10 short films produced by Illumination includes: From the ""Despicable Me"" franchise: Puppy (2013); Minion Scouts (2019); Training Wheels (2013); The Secret Life of Kyle (2017); Santa's Little Helpers (2019).  From the ""Grinch"" franchise: The Dog Days of Winter (2019).  From the ""Secret Life of Pets"" franchise: Norman Television (2016); Weenie (2016).  From the ""Sing"" franchise: Love at First Sight (2017).  From the ""Lorax"" franchise: Forces of Nature (2012).",0.0,https://image.tmdb.org/t/p/w500/wCQBzTOigP5eCyBAjQGlWYNo5DR.jpg,TMDB,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Animation
The Family Plan,"Action, Comedy",2023,118.0,7.272,1314,Simon Cellan Jones,Mark Wahlberg,Michelle Monaghan,Maggie Q,Zoe Colletti,"Dan Morgan is many things: a devoted husband, a loving father, a celebrated car salesman. He's also a former assassin. And when his past catches up to his present, he's forced to take his unsuspecting family on a road trip unlike any other.",0.0,https://image.tmdb.org/t/p/w500/jLLtx3nTRSLGPAKl4RoIv1FbEBr.jpg,TMDB,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
ZOMBI-Thon with Big City Greens,"Animation, Family, Comedy",2022,22.0,7.0,2,Sabrina Alberghetti,Chris Houghton,Artemis Pebdani,Marieve Herington,Bob Joles,The Green Family gathers together to celebrate the trilogy of ZOMBIES movie musicals with a new ZOMBIES-themed variety special. The show takes a turn when Gramma tricks ZOMBIES stars Milo Manheim and Meg Donnelly into celebrating with them!,0.0,https://image.tmdb.org/t/p/w500/bAi39wcb6Vb1OtcONqk5nEJYONy.jpg,TMDB,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Animation
Sympathy for the Devil,"Action, Thriller",2023,90.0,6.0,214,Yuval Adler,Nicolas Cage,Joel Kinnaman,Alexis Zollicoffer,Cameron Lee Price,"After being forced to drive a mysterious passenger at gunpoint, a man finds himself in a high-stakes game of cat and mouse where it becomes clear that not everything is as it seems.",0.0,https://image.tmdb.org/t/p/w500/afGdVMa80LMs6ibLP22CwM5uI4e.jpg,TMDB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Action
Cold Meat,"Thriller, Horror",2024,89.0,6.77,87,Sébastien Drouin,Allen Leech,Nina Bergman,Yan Tual,James Barton-Steel,"David Petersen is passing through the Colorado Rockies. After saving a young diner waitress from her violent ex-husband during a break from driving, he hits the road again alone through a dangerous snow blizzard. One false move behind the wheel has him waking up inside a ravine, in the eye of the storm. But the cold is the least of his worries when a beast starts prowling outside. How will he survive?",0.0,https://image.tmdb.org/t/p/w500/gcACvRRy9nE9de5gTetoXiheIZ5.jpg,TMDB,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Thriller
